jogo,data,fase,grupo,rodadaGrupo,equipe1,equipe2,xg1_modelo,xg2_modelo,placar_previsto,gols1_previsto,gols2_previsto,vencedor_previsto,prob_vitoria_equipe1,prob_empate,prob_vitoria_equipe2,confianca_modelo,peso_rede_neural,validacoes_anteriores_usadas,interacoes_monte_carlo,feature_rating_diff,feature_base_rating_diff,feature_attack_vs_defense,feature_defense_vs_attack,feature_midfield_diff,feature_goalkeeper_diff,feature_experience_diff,feature_league_diff,feature_player_quality_diff,feature_intensity_diff,feature_possession_diff,feature_pressing_diff,feature_momentum_diff,feature_performance_memory_diff,feature_offensive_form_diff,feature_defensive_form_diff,feature_offensive_form_equipe1,feature_offensive_form_equipe2,feature_defensive_form_equipe1,feature_defensive_form_equipe2,feature_schedule_strength_diff,feature_opponent_adjusted_points_diff,feature_goals_for_rate_diff,feature_goals_against_rate_diff,feature_opponent_weighted_goals_for_diff,feature_opponent_weighted_goals_against_diff,feature_weighted_goals_for_rate_diff,feature_adjusted_goals_against_rate_diff,feature_weighted_goals_for_rate_equipe1,feature_weighted_goals_for_rate_equipe2,feature_adjusted_goals_against_rate_equipe1,feature_adjusted_goals_against_rate_equipe2,feature_rest_diff,feature_host_diff,feature_knockout,feature_round_group,placar_regular_previsto,decisao_penaltis,placar_penaltis,prob_penaltis_equipe1,vencedor_pos_penaltis,criterio_vencedor,status_previsao,usa_desempenho_copa,origem_confronto,precisa_recalculo,possui_real,placar_real,vencedor_real
43,2026-06-22,Fase de grupos,J,2.0,Argentina,Áustria,1.448,0.97,2-1,2,1,Argentina,0.4617,0.2996,0.2388,baixa,0.051,42,12000,4.0438,3.72,0.06,0.93,0.7,0.63,0.48,3.0909,3.66,-2.2,3.0,-3.0,0.0076,0.0,0.0813,0.342,0.56,0.4787,0.2736,-0.0685,8.45,0.4225,0.0,-1.0,0.4182,-1.0447,0.4182,-1.0447,3.2898,2.8716,0.0,1.0447,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,Argentina
44,2026-06-22,Fase de grupos,J,2.0,Jordânia,Argélia,1.002,1.417,1-2,1,2,Argélia,0.2588,0.2555,0.4856,média,0.052,43,12000,-8.1696,-8.45,-1.26,-0.36,-0.9,0.7,0.68,-27.4545,-8.0639,3.0,-2.0,-1.0,0.0088,0.0,0.369,-0.0085,0.0728,-0.2962,-0.45,-0.4415,-3.72,0.0,1.0,0.0,1.1114,0.1726,1.1114,0.1726,1.1114,0.0,2.6993,2.5267,0.0,0.0,0.0,2.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-2,Argélia
45,2026-06-23,Fase de grupos,L,2.0,Inglaterra,Gana,1.496,1.013,2-1,2,1,Inglaterra,0.4682,0.2939,0.2379,baixa,0.053,44,12000,9.3394,9.47,0.98,0.5,0.66,1.57,0.82,2.6364,11.4856,1.2,4.0,2.8,-0.0224,0.0,0.4867,-0.6041,0.56,0.0733,-0.2301,0.3739,3.13,0.1565,3.0,2.0,3.4355,1.7656,3.4355,1.7656,4.531,1.0955,1.7656,0.0,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
46,2026-06-23,Fase de grupos,L,2.0,Panamá,Croácia,1.103,1.239,1-2,1,2,Croácia,0.3139,0.2639,0.4222,baixa,0.053,45,12000,-3.2818,-3.13,-0.62,0.96,0.5,-0.24,0.63,-21.2727,-3.0528,3.0,-5.0,-2.0,-0.0231,0.0,-0.6369,0.4923,-0.3372,0.2996,-0.0677,-0.56,-9.47,0.0,-2.0,-3.0,-2.2989,-2.4678,-2.2989,-2.4678,0.0,2.2989,1.0121,3.4799,0.0,0.0,0.0,2.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Croácia
47,2026-06-23,Fase de grupos,K,2.0,Portugal,Uzbequistão,1.668,0.795,1-0,1,0,Portugal,0.6004,0.2306,0.1691,alta,0.054,46,12000,14.9418,14.75,1.21,1.33,1.44,0.76,0.42,31.0,14.1911,3.0,4.0,2.8,0.3168,0.0,-0.1635,0.3804,-0.0759,0.0875,-0.0593,-0.4397,-5.11,1.1205,0.0,-2.0,-0.0736,-1.734,-0.0736,-1.734,1.0389,1.1125,0.9626,2.6966,0.0,0.0,0.0,2.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,5-0,Portugal
48,2026-06-23,Fase de grupos,K,2.0,Colômbia,RD Congo,1.274,0.983,2-1,2,1,Colômbia,0.4019,0.2682,0.3299,baixa,0.054,47,12000,5.4524,5.11,-0.27,1.24,0.81,1.2,0.6,-2.4545,5.6617,0.0,2.8,1.8,0.6882,0.0,0.3964,-0.1696,0.4703,0.074,-0.0818,0.0878,-14.75,1.7898,2.0,0.0,1.6837,0.2073,1.6837,0.2073,2.8845,1.2008,1.04,0.8328,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-0,Colômbia
49,2026-06-24,Fase de grupos,C,3.0,Escócia,Brasil,0.969,1.211,0-1,0,1,Brasil,0.2709,0.2807,0.4484,baixa,0.055,48,12000,0.0391,0.86,-0.27,0.41,0.75,0.03,0.13,0.9091,-0.3356,0.0,-4.0,-2.2,-0.6972,0.0,-0.8424,-0.1298,-0.399,0.4434,0.1052,0.2351,0.169,-1.1383,-1.5,0.0,-3.0812,-0.0005,-1.5406,-0.0003,0.5097,2.0503,0.475,0.4753,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-3,Brasil
50,2026-06-24,Fase de grupos,C,3.0,Marrocos,Haiti,1.395,0.752,1-0,1,0,Marrocos,0.5515,0.2564,0.1921,média,0.056,49,12000,5.9305,4.31,-0.42,0.29,1.45,-0.47,0.24,6.7273,4.1756,0.0,2.0,2.0,1.3372,0.0,0.5354,0.7905,0.0784,-0.457,0.4272,-0.3633,0.2304,4.9509,1.0,-1.5,2.298,-2.615,1.149,-1.3075,1.149,0.0,0.4339,1.7414,0.0,0.0,0.0,3.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,4-2,Marrocos
51,2026-06-24,Fase de grupos,B,3.0,Suíça,Canadá,1.297,1.267,1-2,1,2,Canadá,0.3528,0.2462,0.401,baixa,0.056,50,12000,3.0502,3.33,0.3,0.18,0.07,-0.17,0.36,0.7273,6.9317,-2.2,0.0,-3.0,-0.0157,0.0,0.0077,-0.3821,0.5185,0.5108,-0.0637,0.3184,0.0352,-0.1745,-1.0,0.5,-2.5366,0.9238,-1.2683,0.4619,2.4533,3.7216,0.9854,0.5235,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Suíça
52,2026-06-24,Fase de grupos,B,3.0,Bósnia e Herzegovina,Catar,1.134,1.348,1-2,1,2,Catar,0.307,0.2506,0.4425,baixa,0.057,51,12000,-4.8985,-5.34,-1.03,-0.41,-1.28,-1.0,-2.07,22.6364,-7.2272,0.0,-4.0,-2.0,0.0345,0.0,0.4615,0.0136,0.1008,-0.3607,-0.5011,-0.5147,0.0329,-0.0555,0.5,-1.0,1.141,-1.8368,0.5705,-0.9184,1.1598,0.5893,2.1368,3.0552,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-1,Bósnia e Herzegovina
53,2026-06-24,Fase de grupos,A,3.0,Tchéquia,México,0.635,1.403,0-1,0,1,México,0.1554,0.2555,0.5891,alta,0.058,52,12000,-5.8973,-4.51,-1.62,0.33,-0.04,-0.83,-1.12,2.7273,-4.4772,0.0,-1.0,-1.8,-1.3839,0.0,-0.1755,-0.5829,-0.1015,0.0739,-0.1454,0.4376,-0.4281,-5.5886,-0.5,1.5,-0.9822,2.8531,-0.4911,1.4265,1.0334,1.5245,1.4265,0.0,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-3,México
54,2026-06-24,Fase de grupos,A,3.0,África do Sul,Coreia do Sul,0.922,1.445,0-1,0,1,Coreia do Sul,0.2291,0.2537,0.5172,média,0.058,53,12000,-10.636,-10.2,0.0,-0.7,-0.07,-0.87,-1.28,-16.5455,-12.5911,0.0,-1.0,-1.8,-0.2478,0.0,-0.016,-0.0713,-0.1505,-0.1345,-0.0142,0.057,-0.4105,-2.217,-0.5,0.5,-1.0461,0.9219,-0.5231,0.461,0.519,1.0421,1.3955,0.9345,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-0,África do Sul
55,2026-06-25,Fase de grupos,E,3.0,Curaçao,Costa do Marfim,0.935,1.433,0-1,0,1,Costa do Marfim,0.2341,0.2537,0.5122,média,0.059,54,12000,-4.7246,-4.09,-0.51,-0.33,0.18,0.53,-0.27,-7.0909,-5.0883,-3.0,-2.0,-3.8,-0.2719,0.0,-0.2586,0.0027,-0.2528,0.0058,-0.0068,-0.0095,-0.4729,-2.2363,-0.5,2.5,-1.0343,4.4456,-0.5171,2.2228,0.5636,1.0807,3.1051,0.8823,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-2,Costa do Marfim
56,2026-06-25,Fase de grupos,E,3.0,Equador,Alemanha,0.634,1.421,0-1,0,1,Alemanha,0.1542,0.2562,0.5896,alta,0.059,55,12000,-8.733,-7.31,-1.39,0.74,-1.24,-1.47,-0.2,-6.5455,-7.8644,1.0,-1.2,0.0,-1.3669,0.0,-1.1401,0.3456,-0.5418,0.5983,0.2971,-0.0485,-0.4665,-5.6179,-4.5,-0.5,-9.2279,-0.985,-4.6139,-0.4925,0.0,4.6139,0.4668,0.9593,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Equador
57,2026-06-25,Fase de grupos,F,3.0,Japão,Suécia,1.664,1.057,2-1,2,1,Japão,0.544,0.227,0.229,média,0.06,56,12000,6.7767,5.97,0.42,0.44,1.83,0.03,0.92,-3.7273,6.0611,3.0,0.0,1.8,0.6436,0.0,0.4665,0.6576,0.7996,0.3331,0.0792,-0.5784,-0.2388,1.2122,0.0,-2.0,0.1961,-3.6409,0.098,-1.8205,3.0379,2.9399,0.8591,2.6796,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Empate
58,2026-06-25,Fase de grupos,F,3.0,Tunísia,Países Baixos,0.563,1.978,0-1,0,1,Países Baixos,0.0899,0.1793,0.7308,alta,0.061,57,12000,-14.0212,-12.18,-2.1,-0.78,-0.73,-0.83,-0.82,-8.1818,-14.9317,0.0,-5.0,-2.8,-1.2686,0.0,-0.9802,-0.777,-0.2408,0.7394,-0.9296,-0.1526,-0.26,-4.5346,-3.0,3.0,-6.3754,5.6882,-3.1877,2.8441,0.5146,3.7023,4.2259,1.3818,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-3,Países Baixos
59,2026-06-25,Fase de grupos,D,3.0,Turquia,Estados Unidos,0.683,1.546,0-1,0,1,Estados Unidos,0.1508,0.2355,0.6137,alta,0.061,58,12000,-4.5036,-2.2,-0.86,0.42,0.16,0.37,0.02,-3.7273,-3.39,0.0,0.0,-1.2,-1.7658,0.0,-1.1236,-0.4646,-0.5879,0.5357,-0.2265,0.2381,-0.6487,-6.6102,-3.0,1.0,-6.0402,1.9244,-3.0201,0.9622,0.0,3.0201,1.4702,0.508,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Turquia
60,2026-06-25,Fase de grupos,D,3.0,Paraguai,Austrália,1.04,1.149,1-2,1,2,Austrália,0.3592,0.2696,0.3712,baixa,0.062,59,12000,-2.3335,-2.14,-0.68,0.41,0.45,-1.13,-0.13,-6.0,-1.3117,0.0,0.0,0.0,0.4799,0.0,0.1758,-0.0713,0.0862,-0.0896,0.0455,0.1168,-0.6213,-0.0367,0.0,1.0,0.055,1.6758,0.0275,0.8379,1.1633,1.1358,1.6678,0.8299,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
61,2026-06-26,Fase de grupos,I,3.0,Noruega,França,1.264,1.37,1-2,1,2,França,0.3565,0.2752,0.3683,baixa,0.062,60,12000,0.4354,0.64,-0.22,-0.09,-0.19,0.5,0.01,0.6364,1.4028,-1.2,0.0,0.0,0.0292,0.0,0.1782,-0.4811,0.8494,0.6712,-0.2503,0.2308,-0.0346,-0.0035,0.5,1.0,0.9459,1.9503,0.4729,0.9752,3.5808,3.1079,1.4178,0.4427,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-4,França
62,2026-06-26,Fase de grupos,I,3.0,Senegal,Iraque,1.649,1.033,2-1,2,1,Senegal,0.4846,0.2905,0.2249,média,0.063,61,12000,11.829,11.68,0.66,0.67,1.43,0.14,0.44,24.8182,12.7011,1.2,1.0,1.8,-0.056,0.0,0.4509,-0.0538,0.2418,-0.2091,-0.7093,-0.6555,-0.0569,0.0,1.0,-0.5,2.223,-0.9075,1.1115,-0.4538,1.6608,0.5493,2.7068,3.1605,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,5-0,Senegal
63,2026-06-26,Fase de grupos,G,3.0,Egito,Irã,1.187,1.044,2-1,2,1,Egito,0.4239,0.273,0.3031,baixa,0.064,62,12000,-0.7717,-1.49,-0.72,0.21,-1.0,-0.62,-0.75,14.2727,-2.9417,1.8,1.0,2.0,0.7363,0.0,0.666,-0.149,0.5436,-0.1224,0.1041,0.2531,0.0861,2.1672,1.0,0.0,2.17,-0.1369,1.085,-0.0685,2.0902,1.0052,0.9263,0.9948,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Empate
64,2026-06-26,Fase de grupos,G,3.0,Nova Zelândia,Bélgica,0.839,1.463,0-1,0,1,Bélgica,0.1979,0.2471,0.555,média,0.064,63,12000,-10.3481,-10.12,-0.99,-0.23,-1.29,-1.1,-0.58,-10.7273,-11.7156,0.0,-5.0,-2.0,-0.3277,0.0,0.5937,-0.9177,0.1562,-0.4375,-0.6909,0.2268,0.0928,-1.0415,1.0,2.0,1.9905,4.0318,0.9952,2.0159,1.489,0.4937,2.5222,0.5063,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-5,Bélgica
65,2026-06-26,Fase de grupos,H,3.0,Cabo Verde,Arábia Saudita,1.213,1.082,2-1,2,1,Cabo Verde,0.4262,0.267,0.3068,baixa,0.065,64,12000,0.0453,-0.94,-0.82,-0.1,-0.02,-0.27,-0.25,11.5455,-2.0467,0.0,-1.0,-1.8,0.3839,0.0,0.4866,0.5782,0.1657,-0.3209,0.0352,-0.543,0.0487,1.2334,0.5,-1.5,1.0788,-2.4789,0.5394,-1.2394,1.08,0.5406,0.9259,2.1653,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
66,2026-06-26,Fase de grupos,H,3.0,Uruguai,Espanha,0.95,1.442,0-1,0,1,Espanha,0.2397,0.2481,0.5123,média,0.066,65,12000,-3.9076,-3.04,-0.19,-0.1,-0.89,-0.17,0.48,-4.9091,-4.1656,1.0,-4.0,0.0,-0.7343,0.0,-0.0816,-0.7885,0.2445,0.326,-0.3421,0.4465,0.056,-2.1607,-0.5,1.5,-1.1562,3.0143,-0.5781,1.5071,1.4941,2.0722,1.5071,0.0,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Espanha
67,2026-06-27,Fase de grupos,L,3.0,Panamá,Inglaterra,0.891,1.302,0-1,0,1,Inglaterra,0.2395,0.264,0.4965,média,0.066,66,12000,-4.0507,-2.86,0.06,0.62,1.01,-0.67,1.34,-24.0909,-3.9728,0.0,-5.0,-3.8,-0.9977,0.0,-0.5239,-0.0995,-0.5711,-0.0472,0.0308,0.1303,-0.497,-4.7485,-2.0,0.0,-4.531,0.1327,-2.2655,0.0664,0.0,2.2655,0.9492,0.8828,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-2,Inglaterra
68,2026-06-27,Fase de grupos,L,3.0,Croácia,Gana,1.262,0.893,1-0,1,0,Croácia,0.4812,0.2722,0.2467,média,0.067,67,12000,9.0419,9.74,0.64,1.18,1.17,1.14,1.53,-0.1818,10.5656,-1.8,4.0,1.0,0.0482,0.0,0.404,-0.7637,0.1249,-0.2792,-0.0331,0.7306,-0.5076,-1.2555,1.0,2.0,2.2929,3.4799,1.1464,1.7399,1.6942,0.5478,1.7399,0.0,0.0,0.0,0.0,3.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Croácia
69,2026-06-27,Fase de grupos,J,3.0,Argélia,Áustria,1.145,1.176,2-1,2,1,Argélia,0.3918,0.2664,0.3418,baixa,0.068,68,12000,-3.3628,-2.95,-0.2,0.83,-0.49,-0.57,-0.56,-1.8182,-4.5056,-4.0,0.0,-3.0,0.4429,0.0,-0.031,-0.1165,-0.04,-0.0091,-0.2908,-0.1743,-0.6201,-0.0211,-0.5,0.5,-0.9668,0.8605,-0.4834,0.4303,0.9524,1.4358,1.7883,1.3581,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-3,Empate
70,2026-06-27,Fase de grupos,J,3.0,Jordânia,Argentina,0.475,1.896,0-1,0,1,Argentina,0.0773,0.1827,0.7399,alta,0.068,69,12000,-17.1625,-15.12,-1.36,-0.62,-2.09,-0.5,-0.36,-32.3636,-16.2294,1.2,-5.0,-1.0,-1.6975,0.0,-0.4948,-0.9309,0.0475,0.5422,-0.4469,0.4839,-0.5984,-7.1272,-1.5,2.5,-3.3238,4.5364,-1.6619,2.2682,1.1,2.7619,2.2682,0.0,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-3,Argentina
71,2026-06-27,Fase de grupos,K,3.0,Colômbia,Portugal,1.066,1.234,1-2,1,2,Portugal,0.3251,0.2608,0.414,baixa,0.069,70,12000,-3.1483,-3.48,-0.93,0.13,-0.92,0.6,-0.23,-5.0,-3.39,0.0,-1.2,0.0,0.47,0.0,-0.2793,0.0584,0.2306,0.5099,0.2323,0.1739,0.2558,2.2666,-1.0,0.0,-1.8994,0.0775,-0.9497,0.0387,1.9624,2.9121,0.52,0.4813,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
72,2026-06-27,Fase de grupos,K,3.0,RD Congo,Uzbequistão,1.468,0.884,1-0,1,0,RD Congo,0.4661,0.3214,0.2125,baixa,0.069,71,12000,7.0357,6.16,0.1,0.67,-0.29,0.16,-0.41,28.4545,5.1394,3.0,0.0,1.0,0.1755,0.0,-0.0498,0.9939,-0.2588,-0.209,0.1437,-0.8502,0.3311,1.2637,0.0,-3.0,0.0883,-5.1409,0.0442,-2.5705,0.6004,0.5563,0.8637,3.4342,0.0,0.0,0.0,3.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-1,RD Congo
73,2026-06-28,16 avos de final,,0.0,África do Sul,Canadá,0.876,1.385,0-1,0,1,Canadá,0.2884,0.2578,0.4538,baixa,0.07,72,12000,-11.4241,-11.32,-0.39,-1.23,0.13,-0.27,-1.28,-23.9091,-12.9894,-1.0,-1.0,-3.0,0.6157,-0.0561,-0.4202,0.3919,-0.1054,0.3148,0.4407,0.0488,0.6073,0.2134,-2.0,0.0,-6.4886,0.0538,-2.1629,0.0179,0.7126,2.8755,0.9303,0.9124,0.0,0.0,1.0,0.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Canadá
74,2026-06-29,16 avos de final,,0.0,Alemanha,Paraguai,1.236,0.763,1-0,1,0,Alemanha,0.51,0.2797,0.2104,média,0.071,73,12000,9.8417,9.59,-0.4,1.7,0.76,1.7,0.43,8.8182,11.0017,0.0,4.0,3.0,-0.062,0.0774,0.6342,-0.7727,0.3465,-0.2877,-0.4122,0.3605,-4.7885,1.9568,2.6667,0.0,7.9236,0.5392,2.6412,0.1797,3.4167,0.7756,1.2916,1.1119,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Paraguai
75,2026-06-29,16 avos de final,,0.0,Países Baixos,Marrocos,1.286,1.0,1-0,1,0,Países Baixos,0.4432,0.2594,0.2974,baixa,0.071,74,12000,5.0578,5.26,0.33,1.58,0.27,-0.63,0.42,2.9091,7.305,-1.2,3.0,1.8,-0.0627,0.0166,0.1997,-0.1791,0.8114,0.6117,-0.2386,-0.0595,-4.0558,-0.5637,1.3333,0.3333,3.858,0.9898,1.286,0.3299,3.397,2.1109,1.2801,0.9502,-1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Marrocos
76,2026-06-29,16 avos de final,,0.0,Brasil,Japão,1.347,0.901,1-0,1,0,Brasil,0.4314,0.3358,0.2329,baixa,0.072,75,12000,2.2118,1.34,0.25,0.36,-0.92,1.17,0.27,3.0,1.4761,0.0,1.2,0.4,0.7762,0.0277,0.4897,0.4179,0.8526,0.3629,0.4915,0.0737,1.8516,2.6557,0.0,-0.6667,0.4142,-1.7392,0.1381,-0.5797,2.5065,2.3684,0.3168,0.8966,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Brasil
77,2026-06-30,16 avos de final,,0.0,França,Suécia,1.578,0.871,1-0,1,0,França,0.5688,0.2395,0.1917,média,0.073,76,12000,6.0681,4.3,0.74,0.45,0.62,0.57,0.86,-0.8182,4.7167,3.0,-1.8,0.0,1.3482,0.0644,0.7751,0.4632,1.003,0.2279,0.2505,-0.2127,-1.887,5.8622,1.0,-1.6667,3.6531,-4.4644,1.2177,-1.4881,3.5514,2.3337,0.5955,2.0837,-1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
78,2026-06-30,16 avos de final,,0.0,Costa do Marfim,Noruega,1.213,1.078,2-1,2,1,Costa do Marfim,0.3674,0.2728,0.3598,baixa,0.073,76,12000,-2.0338,-2.32,-0.28,0.25,0.49,-0.97,-0.23,-4.1818,-4.0217,1.2,0.0,1.8,0.4597,-0.0049,-0.371,0.9982,0.16,0.531,0.273,-0.7252,0.8258,-0.0363,-1.3333,-1.6667,-4.1149,-4.6266,-1.3716,-1.5422,1.3906,2.7622,0.5882,2.1304,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-2,Noruega
79,2026-06-30,16 avos de final,,0.0,México,Equador,1.183,0.574,1-0,1,0,México,0.5424,0.2901,0.1675,média,0.073,77,12000,5.2511,3.95,-0.65,1.97,0.37,1.1,0.99,-4.9091,3.1678,-1.0,-1.8,-1.2,0.7261,0.0564,0.4687,0.165,0.5299,0.0613,0.5113,0.3463,-3.4254,5.0574,1.3333,-0.6667,3.8821,-1.8126,1.294,-0.6042,2.0524,0.7584,0.0,0.6042,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
80,2026-07-01,16 avos de final,,0.0,Inglaterra,RD Congo,1.297,0.857,1-0,1,0,Inglaterra,0.5038,0.2604,0.2359,média,0.073,77,12000,6.6489,6.01,0.19,0.3,0.7,1.57,0.12,3.2727,8.1867,0.0,4.0,1.8,0.4557,0.0434,-0.0128,0.3073,0.2149,0.2277,0.3728,0.0656,-0.4104,3.9599,0.6667,-0.3333,2.6535,-1.0155,0.8845,-0.3385,2.2338,1.3493,0.5885,0.9271,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
81,2026-07-01,16 avos de final,,0.0,Estados Unidos,Bósnia e Herzegovina,1.5,0.84,1-0,1,0,Estados Unidos,0.5587,0.2435,0.1978,média,0.073,77,12000,12.9058,12.76,1.0,1.91,2.08,0.96,1.0,3.0909,12.6272,3.0,2.8,5.0,-0.3175,0.0457,-0.088,-0.1482,0.5353,0.6233,-0.4029,-0.2546,-3.3397,2.0662,1.0,-0.6667,2.7499,-1.5163,0.9166,-0.5054,2.7611,1.8445,1.2303,1.7357,-1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
82,2026-07-01,16 avos de final,,0.0,Bélgica,Senegal,1.283,1.083,2-1,2,1,Bélgica,0.3748,0.263,0.3622,baixa,0.073,77,12000,3.3346,3.11,0.2,0.22,0.48,0.16,0.15,-0.0909,4.6344,-3.0,3.0,-1.8,0.3075,0.025,-0.4483,0.3461,0.2713,0.7196,0.1206,-0.2255,-3.4645,2.3601,-0.6667,-1.3333,-2.0288,-3.3989,-0.6763,-1.133,1.9925,2.6688,0.6716,1.8045,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
83,2026-07-02,16 avos de final,,0.0,Portugal,Croácia,1.142,0.978,2-1,2,1,Portugal,0.4285,0.2808,0.2907,baixa,0.073,77,12000,2.4107,2.31,0.13,0.81,0.52,-0.54,0.0,2.0909,1.785,3.0,0.0,1.8,-0.631,0.0282,-0.3228,0.546,-0.0367,0.2861,0.4769,-0.0692,-2.1638,-1.3428,0.3333,-1.3333,0.4434,-3.5211,0.1478,-1.1737,1.9414,1.7936,0.3209,1.4946,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
84,2026-07-02,16 avos de final,,0.0,Espanha,Áustria,1.386,0.911,1-0,1,0,Espanha,0.4986,0.2535,0.2479,média,0.073,77,12000,2.5772,1.61,0.29,-0.05,0.91,1.2,-0.66,3.2727,0.5917,-1.0,4.0,0.0,1.1016,0.0477,-0.4575,1.2389,0.0965,0.554,0.6199,-0.619,-2.5491,3.6435,-0.3333,-2.0,-0.9249,-5.4632,-0.3083,-1.8211,1.741,2.0493,0.0,1.8211,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
